Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,label
352,120,70.04995836802665,5271,7,5,1986,1986,0.0,1082.0,0.0,371.0,1453.0,1453,0,0,1453,1.0,0.0,1,1,2,1,6,1,1986.0,2.0,445.0,0,80,0,0,184,0,0,12,2006,12.154779351142624
353,50,60.0,9084,5,6,1941,1950,0.0,236.0,380.0,0.0,616.0,616,495,0,1111,0.0,1.0,1,0,3,1,5,0,1941.0,1.0,200.0,48,0,0,0,0,0,0,3,2008,11.461632170582678
354,30,60.0,8520,6,8,1928,2003,0.0,0.0,0.0,624.0,624.0,720,0,0,720,0.0,0.0,1,0,2,1,5,0,2005.0,2.0,484.0,106,0,0,0,0,0,0,5,2010,11.570250531589497
355,50,60.0,8400,6,5,1940,2000,0.0,388.0,0.0,552.0,940.0,1192,403,0,1595,0.0,0.0,1,0,2,1,6,2,1940.0,1.0,240.0,0,0,108,0,0,0,0,6,2006,11.84939770159144
356,20,105.0,11249,6,5,1995,1995,0.0,334.0,544.0,322.0,1200.0,1200,0,0,1200,1.0,0.0,2,0,3,1,6,0,1995.0,2.0,521.0,0,26,0,0,0,0,0,8,2007,12.086725887897607
357,20,70.04995836802665,9248,6,6,1992,1992,106.0,560.0,0.0,598.0,1158.0,1167,0,0,1167,1.0,0.0,2,0,3,1,6,0,1992.0,2.0,400.0,120,26,0,0,0,0,0,7,2009,12.061046873479915
358,120,44.0,4224,5,5,1976,1976,0.0,874.0,0.0,268.0,1142.0,1142,0,0,1142,1.0,0.0,1,1,3,1,6,1,1976.0,2.0,528.0,536,90,0,0,0,0,0,8,2007,11.805595078933049
359,80,92.0,6930,5,4,1958,1958,120.0,300.0,294.0,468.0,1062.0,1352,0,0,1352,0.0,1.0,1,0,3,1,6,0,1958.0,1.0,288.0,168,0,294,0,0,0,0,7,2006,11.77528972943772
360,60,78.0,12011,8,5,1998,1998,530.0,956.0,0.0,130.0,1086.0,1086,838,0,1924,1.0,0.0,2,1,3,1,7,1,1998.0,2.0,592.0,208,75,0,0,374,0,0,6,2006,12.542544882151386
361,85,70.04995836802665,7540,6,6,1978,1978,0.0,773.0,0.0,115.0,888.0,912,0,0,912,1.0,0.0,1,0,2,1,5,1,1978.0,2.0,470.0,0,0,0,0,192,0,0,6,2007,11.957611286231675
362,50,70.04995836802665,9144,5,5,1940,1982,0.0,399.0,0.0,484.0,883.0,988,517,0,1505,1.0,0.0,1,0,3,1,8,0,1940.0,1.0,240.0,0,0,0,0,0,0,0,7,2008,11.884489021402711
363,85,64.0,7301,7,5,2003,2003,500.0,0.0,0.0,0.0,0.0,495,1427,0,1922,0.0,0.0,3,0,4,1,7,1,2003.0,2.0,672.0,0,0,177,0,0,0,0,7,2009,12.198544379109382
364,160,21.0,1680,6,8,1972,2007,510.0,162.0,0.0,321.0,483.0,483,504,0,987,0.0,0.0,1,1,2,1,5,0,1972.0,1.0,264.0,250,0,0,0,0,0,0,5,2009,11.678439903447801
365,60,70.04995836802665,18800,6,5,1976,1976,120.0,712.0,0.0,84.0,796.0,790,784,0,1574,1.0,0.0,2,1,3,1,6,1,1976.0,2.0,566.0,306,111,0,0,0,0,0,7,2006,12.154779351142624
366,70,59.0,10690,5,7,1920,1997,0.0,456.0,0.0,216.0,672.0,672,672,0,1344,0.0,0.0,1,0,3,1,6,0,1964.0,1.0,468.0,0,128,218,0,0,0,0,7,2009,11.898187865760873
367,20,70.04995836802665,9500,6,5,1963,1963,247.0,609.0,0.0,785.0,1394.0,1394,0,0,1394,1.0,0.0,1,1,3,1,6,2,1963.0,2.0,514.0,0,76,0,0,185,0,0,7,2009,11.976659481202368
368,80,101.0,9150,6,5,1962,1962,305.0,371.0,0.0,728.0,1099.0,1431,0,0,1431,0.0,1.0,1,0,3,1,6,1,1962.0,1.0,296.0,64,110,0,0,0,0,0,12,2008,12.013700752882718
369,20,78.0,7800,5,6,1954,1954,200.0,540.0,0.0,728.0,1268.0,1268,0,0,1268,0.0,0.0,1,0,2,1,7,1,1954.0,1.0,244.0,0,98,0,0,0,0,0,3,2010,11.790557201568507
370,20,70.04995836802665,9830,5,7,1959,2006,0.0,72.0,258.0,733.0,1063.0,1287,0,0,1287,1.0,0.0,1,0,3,1,7,1,1997.0,2.0,576.0,364,17,0,0,182,0,0,3,2010,11.99535161421452
371,60,70.04995836802665,8121,6,5,2000,2000,0.0,0.0,0.0,953.0,953.0,953,711,0,1664,0.0,0.0,2,1,3,1,7,1,2000.0,2.0,460.0,100,40,0,0,0,0,0,1,2006,12.05757263721173
372,50,80.0,17120,4,4,1959,1959,0.0,0.0,0.0,0.0,0.0,1120,468,0,1588,0.0,0.0,2,0,4,1,7,1,1991.0,2.0,680.0,0,59,0,0,0,0,0,7,2008,11.808813773969108
373,120,50.0,7175,6,5,1984,1984,0.0,623.0,121.0,0.0,744.0,752,0,0,752,1.0,0.0,1,0,2,1,4,0,1984.0,1.0,264.0,353,0,0,0,90,0,0,2,2010,11.736069016284437
374,20,79.0,10634,5,6,1953,1953,0.0,428.0,180.0,0.0,608.0,1319,0,0,1319,1.0,0.0,1,0,3,1,5,0,1953.0,1.0,270.0,66,0,0,0,0,0,0,11,2009,11.719939634354555
375,60,65.0,8200,7,5,2003,2004,0.0,0.0,0.0,847.0,847.0,847,1081,0,1928,0.0,0.0,2,1,4,1,8,1,2003.0,2.0,434.0,100,48,0,0,0,0,0,7,2007,12.299107511497363
376,30,70.04995836802665,10020,1,1,1922,1950,0.0,350.0,0.0,333.0,683.0,904,0,0,904,1.0,0.0,0,1,1,1,4,0,1978.5061638868744,0.0,0.0,0,0,0,0,0,0,0,3,2009,11.018629143155449
377,85,57.0,8846,5,5,1996,1996,0.0,298.0,0.0,572.0,870.0,914,0,0,914,0.0,0.0,1,0,2,1,5,0,1998.0,2.0,576.0,0,0,0,0,0,0,0,7,2006,11.904967552746252
378,60,102.0,11143,8,5,2004,2005,0.0,0.0,0.0,1580.0,1580.0,1580,886,0,2466,0.0,0.0,3,0,4,1,8,1,2004.0,2.0,610.0,159,214,0,0,0,0,0,12,2007,12.736700896592344
379,20,88.0,11394,9,2,2010,2010,350.0,1445.0,0.0,411.0,1856.0,1856,0,0,1856,1.0,0.0,1,1,1,1,8,1,2010.0,3.0,834.0,113,0,0,0,0,0,0,6,2010,12.885202034321916
380,60,60.0,8123,6,5,2000,2000,16.0,0.0,0.0,982.0,982.0,1007,793,0,1800,0.0,0.0,2,1,3,1,7,1,2000.0,2.0,463.0,100,63,0,0,0,0,0,6,2009,12.095141084822892
381,50,50.0,5000,5,6,1924,1950,0.0,218.0,0.0,808.0,1026.0,1026,665,0,1691,0.0,0.0,2,0,3,1,6,1,1924.0,1.0,308.0,0,0,242,0,0,0,0,5,2010,11.751942365440728
382,20,60.0,7200,7,5,2006,2006,0.0,0.0,0.0,1293.0,1293.0,1301,0,0,1301,1.0,0.0,2,0,2,1,5,1,2006.0,2.0,572.0,216,121,0,0,0,0,0,8,2006,12.142866569626381
383,60,79.0,9245,7,5,2006,2006,0.0,0.0,0.0,939.0,939.0,939,858,0,1797,0.0,0.0,2,1,3,1,8,0,2006.0,2.0,639.0,144,53,0,0,0,0,0,4,2007,12.271392111650817
384,45,60.0,9000,6,3,1928,1950,0.0,0.0,0.0,784.0,784.0,784,0,0,784,0.0,0.0,1,0,2,1,5,0,1950.0,2.0,360.0,0,0,91,0,0,0,0,10,2009,11.238488619268468
385,60,70.04995836802665,53107,6,5,1992,1992,0.0,985.0,0.0,595.0,1580.0,1079,874,0,1953,1.0,0.0,2,1,3,1,9,2,1992.0,2.0,501.0,216,231,0,0,0,0,0,6,2007,12.388394202324129
386,120,43.0,3182,8,5,2004,2005,16.0,24.0,0.0,1232.0,1256.0,1269,0,0,1269,0.0,0.0,2,0,2,1,6,1,2004.0,2.0,430.0,146,20,0,0,144,0,0,4,2010,12.165250651009918
387,50,58.0,8410,5,3,1910,1996,0.0,0.0,0.0,658.0,658.0,658,526,0,1184,0.0,0.0,1,0,5,1,8,0,1978.5061638868744,0.0,0.0,0,151,0,0,0,0,0,5,2006,11.302204433654575
388,80,72.0,7200,6,6,1976,1976,255.0,631.0,0.0,410.0,1041.0,1125,0,0,1125,1.0,0.0,1,0,3,1,6,1,1977.0,1.0,352.0,296,0,0,0,0,0,0,10,2009,11.736069016284437
389,20,93.0,9382,7,5,1999,2000,125.0,0.0,0.0,1468.0,1468.0,1479,0,0,1479,0.0,0.0,2,0,3,1,6,0,1999.0,2.0,577.0,120,25,0,0,0,0,0,7,2008,12.160028707028767
390,60,96.0,12474,10,5,2007,2008,272.0,1280.0,0.0,402.0,1682.0,1742,590,0,2332,1.0,0.0,2,1,3,1,9,1,2008.0,3.0,846.0,196,134,0,0,0,0,0,8,2008,12.962194625251508
391,50,50.0,8405,5,8,1900,1950,0.0,241.0,391.0,229.0,861.0,961,406,0,1367,1.0,0.0,1,0,4,1,7,0,1978.0,1.0,384.0,0,130,112,0,0,0,0,4,2008,11.686878772093667
392,60,71.0,12209,6,5,2001,2002,0.0,690.0,0.0,114.0,804.0,804,1157,0,1961,1.0,0.0,2,1,3,1,7,1,2001.0,2.0,560.0,125,192,0,0,0,0,0,6,2009,12.2783933071098
393,20,70.04995836802665,8339,5,7,1959,1959,0.0,0.0,0.0,0.0,0.0,882,0,0,882,0.0,0.0,1,0,3,1,5,0,1959.0,1.0,294.0,0,0,0,0,0,0,1200,7,2007,11.575900264131617
394,30,70.04995836802665,7446,4,5,1941,1950,0.0,266.0,0.0,522.0,788.0,788,0,0,788,0.0,0.0,1,0,2,1,4,2,1978.5061638868744,0.0,0.0,0,0,0,0,0,0,0,4,2006,11.512925464970229
395,50,60.0,10134,5,6,1940,1950,0.0,0.0,0.0,735.0,735.0,735,299,0,1034,0.0,0.0,1,0,2,1,5,0,1940.0,1.0,240.0,0,39,0,0,0,0,0,7,2007,11.59910316121128
396,20,68.0,9571,5,6,1956,1956,0.0,739.0,0.0,405.0,1144.0,1144,0,0,1144,1.0,0.0,1,0,3,1,6,0,1956.0,1.0,596.0,44,0,0,0,0,0,0,6,2010,11.76756768334381
397,20,60.0,7200,5,5,1972,1972,0.0,777.0,0.0,117.0,894.0,894,0,0,894,0.0,0.0,1,0,2,1,6,0,1985.0,2.0,600.0,215,0,0,0,0,0,0,9,2009,11.719939634354555
398,60,69.0,7590,5,5,1962,1962,288.0,540.0,0.0,324.0,864.0,876,936,0,1812,0.0,0.0,2,0,4,1,8,1,1962.0,1.0,264.0,0,168,0,0,0,0,0,7,2007,12.040608205802641
399,30,60.0,8967,5,2,1920,1950,0.0,0.0,0.0,961.0,961.0,1077,0,0,1077,0.0,0.0,1,0,2,1,6,0,1920.0,1.0,338.0,0,0,0,0,0,0,0,11,2007,11.112447898373103
400,60,65.0,8125,7,5,2006,2007,100.0,812.0,0.0,280.0,1092.0,1112,438,0,1550,1.0,0.0,2,0,2,1,7,0,2007.0,2.0,438.0,0,168,0,0,0,0,0,10,2009,12.392552212472792
401,120,38.0,14963,8,5,1996,1996,0.0,786.0,0.0,474.0,1260.0,1288,0,0,1288,1.0,0.0,1,1,1,1,4,2,1996.0,2.0,500.0,120,30,0,0,224,0,0,12,2008,12.411052226216713
402,20,65.0,8767,7,5,2005,2005,0.0,24.0,0.0,1286.0,1310.0,1310,0,0,1310,0.0,0.0,2,0,3,1,6,1,2005.0,2.0,400.0,0,0,0,0,0,0,0,7,2006,12.01364014498549
403,30,60.0,10200,5,8,1940,1997,0.0,0.0,0.0,672.0,672.0,672,0,0,672,0.0,0.0,1,0,2,1,4,0,1940.0,1.0,240.0,168,0,0,0,0,0,0,8,2008,11.589886506106357
404,60,93.0,12090,8,5,1998,1998,650.0,0.0,0.0,1141.0,1141.0,1165,1098,0,2263,0.0,0.0,2,1,4,1,10,1,1998.0,2.0,420.0,144,123,0,0,0,0,0,7,2006,12.460714863903755
405,60,70.04995836802665,10364,6,5,1995,1996,0.0,0.0,0.0,806.0,806.0,806,766,0,1572,0.0,0.0,2,1,3,1,7,1,1995.0,2.0,373.0,0,40,0,0,0,0,0,5,2007,12.031719258385396
406,20,70.04995836802665,9991,4,4,1976,1993,0.0,1116.0,0.0,165.0,1281.0,1620,0,0,1620,1.0,0.0,2,0,3,1,8,1,1993.0,2.0,490.0,120,78,0,0,0,0,0,6,2009,11.918390573078392
407,50,51.0,10480,6,5,1936,1950,0.0,0.0,0.0,1064.0,1064.0,1166,0,473,1639,0.0,0.0,1,0,3,1,6,0,1936.0,1.0,240.0,0,0,0,0,0,0,0,3,2008,11.652687407345388
408,70,63.0,15576,6,7,1915,1976,0.0,0.0,0.0,840.0,840.0,840,840,0,1680,0.0,0.0,2,0,4,1,8,0,1960.0,1.0,308.0,0,0,160,0,0,0,0,3,2008,12.083905011555967
409,60,109.0,14154,7,5,2006,2006,350.0,0.0,0.0,1063.0,1063.0,1071,1101,0,2172,0.0,0.0,2,1,3,1,9,1,2006.0,3.0,947.0,192,62,0,0,0,0,0,8,2007,12.542544882151386
410,60,85.0,10800,8,5,2007,2008,100.0,789.0,0.0,245.0,1034.0,1050,1028,0,2078,1.0,0.0,2,1,3,1,8,1,2008.0,3.0,836.0,0,102,0,0,0,0,0,4,2008,12.73596533201339
411,20,68.0,9571,5,3,1958,1958,0.0,0.0,0.0,1276.0,1276.0,1276,0,0,1276,0.0,0.0,1,0,3,1,5,0,1958.0,1.0,350.0,0,0,0,0,0,0,0,6,2009,11.002099841204238
412,190,100.0,34650,5,5,1955,1955,0.0,1056.0,0.0,0.0,1056.0,1056,0,0,1056,1.0,0.0,1,0,3,1,5,0,1955.0,2.0,572.0,264,0,0,0,0,0,0,1,2006,11.884489021402711
413,20,70.04995836802665,4403,7,5,2009,2009,432.0,578.0,0.0,892.0,1470.0,1478,0,0,1478,1.0,0.0,2,1,2,1,7,1,2009.0,2.0,484.0,0,144,0,0,0,0,0,6,2010,12.310432660854417
414,30,56.0,8960,5,6,1927,1950,0.0,0.0,0.0,1008.0,1008.0,1028,0,0,1028,0.0,0.0,1,0,2,1,5,1,1927.0,2.0,360.0,0,0,130,0,0,0,0,3,2010,11.652687407345388
415,60,59.0,11228,7,5,1993,1993,0.0,50.0,531.0,499.0,1080.0,1080,1017,0,2097,0.0,1.0,2,1,3,1,9,1,1993.0,3.0,678.0,196,187,0,0,0,0,0,12,2008,12.337100907936577
416,20,73.0,8899,7,5,2007,2007,0.0,24.0,0.0,1316.0,1340.0,1340,0,0,1340,0.0,0.0,2,0,3,1,6,0,2007.0,2.0,396.0,100,30,0,0,0,0,0,8,2007,12.106992367829498
417,60,74.0,7844,6,7,1978,1978,203.0,209.0,0.0,463.0,672.0,672,728,0,1400,0.0,0.0,1,1,3,1,6,1,1978.0,2.0,440.0,0,0,0,0,0,0,0,3,2006,11.915051671812877
418,70,86.0,22420,6,6,1918,1950,0.0,1128.0,0.0,242.0,1370.0,1370,1254,0,2624,1.0,0.0,2,1,4,1,10,1,1918.0,3.0,864.0,0,0,0,0,0,0,0,11,2007,12.384218830913648
419,50,60.0,8160,5,6,1940,1950,0.0,312.0,0.0,444.0,756.0,756,378,0,1134,1.0,0.0,1,1,3,1,7,0,1940.0,1.0,240.0,0,0,0,0,0,0,0,4,2007,11.744037185933616
420,20,65.0,8450,5,6,1968,1968,0.0,775.0,0.0,281.0,1056.0,1056,0,0,1056,1.0,0.0,1,0,3,1,6,1,1968.0,1.0,304.0,0,85,184,0,0,0,0,7,2010,11.863582336583399
421,90,78.0,7060,7,5,1997,1998,200.0,1309.0,0.0,35.0,1344.0,1344,0,0,1344,2.0,0.0,2,0,2,2,8,0,1997.0,4.0,784.0,0,0,0,0,0,0,0,11,2008,12.237086699059343
422,20,70.04995836802665,16635,6,7,1977,2000,126.0,1246.0,0.0,356.0,1602.0,1602,0,0,1602,0.0,1.0,2,0,3,1,8,1,1977.0,2.0,529.0,240,0,0,0,0,0,0,6,2009,12.2783933071098
423,20,100.0,21750,5,5,1954,1954,0.0,0.0,0.0,988.0,988.0,988,0,0,988,0.0,0.0,1,0,2,1,4,0,1954.0,2.0,520.0,0,0,0,0,0,0,0,2,2008,11.635143097694478
424,60,80.0,9200,8,5,1998,1998,473.0,986.0,0.0,484.0,1470.0,1470,1160,0,2630,1.0,0.0,2,1,4,1,8,1,1998.0,3.0,696.0,0,66,0,0,0,0,0,6,2008,12.66032791780777
425,20,72.0,9000,6,5,1956,1956,74.0,616.0,0.0,580.0,1196.0,1196,0,0,1196,1.0,0.0,1,0,2,1,6,1,1956.0,1.0,297.0,0,44,0,0,0,0,0,5,2008,11.842229212112828
426,60,60.0,3378,7,8,1946,1992,0.0,0.0,0.0,651.0,651.0,707,682,0,1389,0.0,0.0,1,1,3,1,6,2,1947.0,1.0,240.0,0,0,126,0,0,0,0,9,2009,11.813030057420567
427,80,70.04995836802665,12800,7,5,1989,1989,145.0,1518.0,0.0,0.0,1518.0,1644,0,0,1644,1.0,1.0,2,0,2,1,5,1,1989.0,2.0,569.0,80,0,0,0,396,0,0,8,2009,12.524526376648708
428,20,77.0,8593,4,6,1957,1957,0.0,288.0,0.0,619.0,907.0,907,0,0,907,0.0,0.0,1,0,3,1,5,0,1964.0,1.0,352.0,0,0,0,0,0,0,0,7,2008,11.59917655301345
429,20,64.0,6762,7,5,2007,2007,108.0,664.0,0.0,544.0,1208.0,1208,0,0,1208,1.0,0.0,2,0,2,1,6,0,2007.0,2.0,628.0,105,54,0,0,0,0,0,9,2007,12.182804018590819
430,20,130.0,11457,6,5,1988,1988,0.0,1005.0,0.0,387.0,1392.0,1412,0,0,1412,1.0,0.0,2,0,3,1,6,1,1988.0,2.0,576.0,0,0,169,0,0,0,0,3,2009,12.072541252905651
431,160,21.0,1680,6,5,1971,1971,232.0,387.0,0.0,96.0,483.0,483,504,0,987,0.0,0.0,1,1,2,1,4,0,1971.0,1.0,264.0,0,0,0,0,0,0,0,7,2008,11.355101379776661
432,50,60.0,5586,6,7,1920,1998,0.0,0.0,0.0,901.0,901.0,1088,110,0,1198,0.0,0.0,1,0,4,1,7,0,1978.5061638868744,0.0,0.0,0,98,0,0,0,0,0,9,2008,11.288531131754366
433,160,24.0,1920,5,5,1971,1971,376.0,471.0,0.0,294.0,765.0,765,600,0,1365,1.0,0.0,1,1,2,1,6,0,1971.0,2.0,440.0,240,36,0,0,0,0,0,8,2007,11.715866308966918
434,60,100.0,10839,6,5,1997,1998,0.0,0.0,0.0,926.0,926.0,926,678,0,1604,0.0,0.0,2,1,3,1,7,1,1997.0,2.0,470.0,0,36,0,0,0,0,0,7,2008,12.106252310247962
435,180,21.0,1890,4,7,1972,1972,0.0,495.0,0.0,135.0,630.0,630,0,0,630,1.0,0.0,1,0,1,1,3,0,1978.5061638868744,0.0,0.0,88,0,0,0,0,0,0,6,2008,11.302204433654575
436,60,43.0,10667,7,6,1996,1996,0.0,385.0,344.0,70.0,799.0,827,834,0,1661,1.0,0.0,2,1,3,1,6,1,1996.0,2.0,550.0,158,61,0,0,0,0,0,4,2009,12.26434155365415
437,50,40.0,4400,6,8,1920,1950,0.0,0.0,0.0,648.0,648.0,734,384,0,1118,0.0,0.0,1,0,2,1,6,0,1990.0,2.0,440.0,0,0,0,0,0,0,0,10,2006,11.661345470088502
438,45,50.0,6000,6,7,1926,2004,0.0,0.0,0.0,884.0,884.0,904,0,0,904,0.0,0.0,1,0,2,1,4,0,1926.0,1.0,180.0,0,0,105,0,0,0,0,1,2009,11.686878772093667
439,30,40.0,4280,5,6,1913,2002,0.0,365.0,0.0,75.0,440.0,694,0,0,694,0.0,0.0,1,0,2,1,4,1,1990.0,1.0,352.0,0,0,34,0,0,0,0,3,2007,11.411446296020374
440,50,67.0,12354,6,8,1920,2000,0.0,0.0,0.0,684.0,684.0,684,512,0,1196,0.0,0.0,1,0,3,1,7,0,2005.0,2.0,528.0,0,46,0,0,0,0,800,8,2009,11.608235644774552
441,20,105.0,15431,10,5,2008,2008,200.0,1767.0,539.0,788.0,3094.0,2402,0,0,2402,1.0,0.0,2,0,2,1,10,2,2008.0,3.0,672.0,0,72,0,0,170,0,0,4,2009,13.226723392728571
442,90,92.0,12108,4,4,1955,1955,270.0,133.0,0.0,1307.0,1440.0,1440,0,0,1440,0.0,0.0,2,0,4,2,8,0,1978.5061638868744,0.0,0.0,0,0,0,0,0,0,0,9,2008,11.678439903447801
443,50,52.0,6240,5,7,1930,1992,0.0,0.0,0.0,1078.0,1078.0,1128,445,0,1573,0.0,0.0,2,0,3,1,8,1,1930.0,2.0,360.0,0,0,0,0,0,0,0,6,2008,12.000891794590137
444,120,53.0,3922,7,5,2006,2007,72.0,0.0,0.0,1258.0,1258.0,1258,0,0,1258,0.0,0.0,2,0,2,1,6,1,2007.0,3.0,648.0,144,16,0,0,0,0,0,6,2007,12.058152515453552
445,60,70.0,8750,7,5,1994,1995,0.0,642.0,0.0,273.0,915.0,933,975,0,1908,1.0,0.0,2,1,4,1,8,1,1994.0,2.0,493.0,144,133,0,0,0,0,0,7,2008,12.254862809699606
446,20,73.0,9855,6,5,1956,1956,0.0,0.0,0.0,1436.0,1436.0,1689,0,0,1689,0.0,0.0,1,0,3,1,7,1,1956.0,2.0,480.0,0,0,0,0,0,0,0,11,2009,11.755871643580617
447,20,137.0,16492,6,6,1966,2002,0.0,247.0,713.0,557.0,1517.0,1888,0,0,1888,0.0,0.0,2,1,2,1,6,1,1966.0,2.0,578.0,0,0,0,0,0,0,0,6,2010,12.154779351142624
448,60,70.04995836802665,11214,7,5,1998,1999,0.0,0.0,0.0,930.0,930.0,956,930,0,1886,0.0,0.0,2,1,4,1,10,1,1998.0,2.0,431.0,89,0,0,0,0,0,0,7,2006,12.205572520488492
449,50,50.0,8600,6,6,1937,1950,0.0,0.0,0.0,780.0,780.0,780,596,0,1376,0.0,0.0,2,0,3,1,7,1,1937.0,1.0,198.0,0,0,0,0,0,0,0,6,2006,11.691071650353702
450,50,50.0,6000,3,7,1948,2002,0.0,331.0,0.0,318.0,649.0,679,504,0,1183,0.0,0.0,1,1,2,1,6,0,1981.0,1.0,308.0,0,176,0,0,0,0,0,6,2007,11.695247021764184
451,30,70.0,5684,6,8,1930,2005,0.0,0.0,0.0,813.0,813.0,813,0,0,813,0.0,0.0,1,0,2,1,5,0,1932.0,1.0,270.0,0,113,0,0,0,0,0,6,2006,11.608235644774552
452,20,62.0,70761,7,5,1975,1975,0.0,655.0,0.0,878.0,1533.0,1533,0,0,1533,1.0,0.0,2,0,2,1,5,2,1975.0,2.0,576.0,200,54,0,0,0,0,0,12,2006,12.542544882151386
453,60,70.04995836802665,9303,6,5,1996,1997,42.0,742.0,0.0,130.0,872.0,888,868,0,1756,1.0,0.0,2,1,3,1,7,0,1996.0,2.0,422.0,144,122,0,0,0,0,0,7,2007,12.225875272826354
454,60,75.0,9000,8,5,2008,2008,0.0,0.0,0.0,768.0,768.0,786,804,0,1590,0.0,0.0,2,1,3,1,6,0,2008.0,2.0,676.0,0,30,0,0,0,0,0,6,2009,12.254862809699606
455,90,63.0,9297,5,5,1976,1976,0.0,1606.0,0.0,122.0,1728.0,1728,0,0,1728,2.0,0.0,2,0,4,2,8,0,1976.0,2.0,560.0,0,0,0,0,0,0,0,7,2006,12.144197241812087
456,20,80.0,9600,7,6,1973,1973,320.0,916.0,0.0,326.0,1242.0,1242,0,0,1242,0.0,0.0,1,1,3,1,6,1,1973.0,2.0,528.0,0,0,0,0,0,0,0,9,2007,12.075394321888057
457,70,34.0,4571,5,5,1916,1950,0.0,0.0,0.0,624.0,624.0,624,720,0,1344,0.0,0.0,1,0,4,1,7,0,1916.0,3.0,513.0,0,0,96,0,0,0,0,5,2008,11.49272275765271
458,20,70.04995836802665,53227,4,6,1954,1994,0.0,1116.0,0.0,248.0,1364.0,1663,0,0,1663,1.0,0.0,1,0,2,1,6,2,1954.0,2.0,529.0,224,137,0,0,0,0,0,3,2008,12.4529327234617
459,70,70.04995836802665,5100,8,7,1925,1996,0.0,0.0,0.0,588.0,588.0,833,833,0,1666,0.0,0.0,1,0,3,1,7,1,1925.0,1.0,228.0,192,63,0,0,0,0,0,6,2008,11.9891596439666
460,50,70.04995836802665,7015,5,4,1950,1950,161.0,185.0,0.0,524.0,709.0,979,224,0,1203,1.0,0.0,1,0,3,1,5,1,1950.0,1.0,352.0,0,0,248,0,0,0,0,7,2009,11.608235644774552
461,60,75.0,8004,8,5,2009,2009,110.0,544.0,0.0,288.0,832.0,832,1103,0,1935,1.0,0.0,2,1,3,1,8,0,2009.0,2.0,552.0,0,150,0,0,0,0,0,12,2009,12.481561937216318
462,70,60.0,7200,7,9,1936,2007,0.0,350.0,210.0,0.0,560.0,575,560,0,1135,1.0,0.0,1,0,3,1,6,0,1971.0,2.0,576.0,256,0,0,0,0,0,0,4,2009,11.951180395901384
463,20,60.0,8281,5,5,1965,1965,0.0,553.0,311.0,0.0,864.0,864,0,0,864,0.0,0.0,1,0,3,1,5,1,1965.0,1.0,360.0,0,0,236,0,0,0,0,12,2009,11.041048081342682
464,70,74.0,11988,6,7,1934,1995,0.0,326.0,0.0,389.0,715.0,849,811,0,1660,0.0,0.0,1,1,3,1,6,1,1939.0,1.0,240.0,0,0,0,0,0,0,0,8,2008,12.147913731356642
465,20,60.0,8430,5,5,1978,1978,136.0,616.0,0.0,424.0,1040.0,1040,0,0,1040,0.0,0.0,2,0,3,1,5,0,1978.5061638868744,0.0,0.0,0,0,0,0,0,0,0,8,2009,11.728036844587175
466,120,70.04995836802665,3072,7,5,2004,2004,18.0,0.0,0.0,1375.0,1375.0,1414,0,0,1414,0.0,0.0,2,0,2,1,6,1,2004.0,2.0,398.0,144,20,0,0,0,0,0,5,2006,12.093687514935382
467,20,85.0,10628,7,5,1970,1970,0.0,778.0,0.0,499.0,1277.0,1277,0,0,1277,1.0,0.0,1,0,2,1,5,1,1970.0,2.0,526.0,0,0,0,0,176,0,0,4,2007,12.025749091398891
468,70,79.0,9480,5,7,1942,1995,224.0,386.0,0.0,342.0,728.0,888,756,0,1644,0.0,0.0,1,1,3,1,7,2,1942.0,1.0,312.0,168,0,0,0,0,0,0,6,2007,11.894780707439258
469,20,98.0,11428,8,5,2006,2006,248.0,0.0,0.0,1626.0,1626.0,1634,0,0,1634,0.0,0.0,2,0,3,1,7,1,2006.0,3.0,866.0,0,44,0,0,0,0,0,5,2007,12.429216196844383
470,60,76.0,9291,6,5,1993,1993,120.0,426.0,0.0,406.0,832.0,832,878,0,1710,0.0,0.0,2,1,3,1,7,0,1993.0,2.0,506.0,144,70,0,0,0,0,0,6,2008,12.138863895836725
471,120,70.04995836802665,6820,8,5,1985,1985,0.0,368.0,1120.0,0.0,1488.0,1502,0,0,1502,1.0,0.0,1,1,1,1,4,0,1985.0,2.0,528.0,0,54,0,0,140,0,0,6,2010,12.26434155365415
472,60,92.0,11952,7,6,1977,1977,0.0,0.0,0.0,808.0,808.0,1161,808,0,1969,0.0,0.0,2,1,3,1,8,1,1977.0,2.0,534.0,0,0,0,0,276,0,0,11,2007,12.154779351142624
473,180,35.0,3675,6,5,2005,2005,80.0,459.0,0.0,88.0,547.0,1072,0,0,1072,1.0,0.0,1,0,2,1,5,0,2005.0,2.0,525.0,0,28,0,0,0,0,0,6,2008,11.904967552746252
